Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT00165750,P4,AD,40,"0, 12, 24 w","MRI, ADAS-cog; ADL, BPSD, CDR-SB, ZBI, GHQ, CIBIC plus",,2005,2013; Terminated,,,
,NCT00369603,P4,AD,4,baseline and 12-w,"Brain activity patterns, as collected via functional magnetic resonance imaging (fMRI), at rest and associated with task performance after 4 weeks of low-dose treatment and after 8-weeks of higher-dose treatment.; Differences in cognitive testing and functional status at pre-treatment baseline and after completion of the 12-week treatment trial.",,2006,2013; Terminated,,,
,NCT00543855,P2,DLB,167,Baseline and Week 12,Burden on Caregiver: Change From Baseline in J-ZBI (Japanese- Zarit Caregiver Burden Interview) Total at Week 12 Last Observation Carried Forward (LOCF); Global Clinical Function: Clinician's Interview-Based Impression of Change Plus Caregiver Input (CIBIC-plus) Total at Week 12 Last Observation Carried Forward (LOCF); Psychiatric Symptoms: Change From Baseline in Neuropsychiatric Inventory (NPI) Total at Week 12 Last Observation Carried Forward (LOCF); Cognitive Function: Change From Baseline in Mini-mental State Examination (MMSE) Total at Week 12 Last Observation Carried Forward (LOCF),,2007,2013; Completed,,,
,NCT00948909,P2,AD,274,Measurements up through 12 w.,"ADAS-Cog - Alzheimer's Disease Assessment Scale Cognition portion; MMSE, QoL-AD, CIBIC-plus, NPI, CSDD, ADAS-Cog (13 item) and ADCS-ADL. Note: Acronyms are fully defined in the area titled Detailed Description.",,2009,2013; Completed,,,
,NCT01137526,P2,AD,267,12 Weeks,"Change from baseline to final observation in the Alzheimer's Disease Assessment Scale-Cognition portion (ADAS-cog) total score; Mini Mental Status Examination (MMSE) score at Baseline, Weeks 4, 8, and 12; Clinician's Interview Based Impression of Change-plus (CIBIC-plus) score at Baseline, Weeks 4, 8, and 12; Neuropsychiatric Inventory (NPI) score at Baseline, Weeks 4, 8, and 12; Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL) score at Baseline, Weeks 4, 8, and 12",,2010,2013; Completed,,,
,NCT00711204,P4,AD,0,Screening visit; visits 1-4.,"CSDD (Cornell Scale for Depression in Dementia).; FAST (Functional Assessment Staging), NPI-10, MMSE (Mini Mental State Examination), DemQol (Dementia Quality of Life).",,2008,2012; Withdrawn,,,
,NCT00381381,P4,AD,199,26 w,CERAD-K; GDS-K (Geriatric Depression Scale-Korean) Score After Treatment; Neuropsychiatry Inventory (NPI); CERAD-K (the Korean Version of the Consortium to Establish a Registry for Alzheimer's Disease),,2006,2012; Completed,,,
,NCT01521117,P4,PD,12,Day 70 through 112,sensory organization test; iTUG- measuring walking gait using inertial sensors; Concentration and Memory; Sensory Organization Test,,2012,2012; Unknown status,,,
,NCT01245530,P3,AD,280,up to 24 w,Change in cognition as assessed by the Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog) total score; Change from baseline to endpoint in Mini-Mental State Examination (MMSE); Change from baseline to endpoint in Clinical Dementia Rating; Change from baseline to endpoint in Global Deterioration Scale(GDS); Change from baseline to endpoint in Korean Activity of Living(K-IADL); Change from baseline to endpoint in Korean Neuropsychiatric Inventory (NPI),,2010,2011; Completed,,,
,NCT00230568,P4,AD,100,12 w.,FOME (Fuld Object Memory Evaluation); SDMT (Symbol Digit Modalities Test); NPI (Neuropsychiatric Inventory); MMSE (the Mini-Mental State Examination).,,2005,2011; Completed,,,
,NCT00987220,,AD,12,6hrs,"Mean post-dose vs predose change in CSF acetycholine levels in donepezil compared to placebo control group.; Mean post-dose vs predose change in CSF histamine metabolites, sAPPalpha and inflammatory endpoints",,2009,2011; Completed,,,
,NCT01024660,Early P1,AD,155,"Tl. of 4 times: Once anytime between Days 3-14, Once anytime between Days 36-42, Once anytime between Days 64-70, Once between Days 92-97",CogState Computerized Neurological Test Battery; Neuropsychological Test Battery (NTB); Alzheimer Disease Assessment Scale-Cognitive (ADAS-Cog); Alzheimer's Disease Cooperative Study-Clinical Global Impression of Change (ADCS-CGIC),,2009,2011; Completed,,,
Nicotinamide,NCT03061474,P2,"MCI, AD",48,12 Months,Change in p-tau 231; Change in p-tau 181; Change in total tau,,2017,2021; Recruiting,,,
,NCT00580931,P1/P2,AD,50,"Baseline, 6 wk, 12 wk, 18 wk, 24 wk",Alzheimer's Disease Assessment Scale-Cognitive Subscale,,2007,2017; Completed,,,
stem cells,NCT04821479,P1/P2,ALS,20,Up to 18 m: starting from inclusion until 3 m after the last MSC-injection.,Safety of multiple intrathecal MSC administration. Incidence of adverse events following multiple intrathecal MSC injections during 2 years follow-up period; Effect of repeated intrathecal MSC injections on the progression rate (monthly changes) of ALSFRSr; Effect of repeated intrathecal MSC injections on the progression rate (monthly changes) of respiratory forced vital capacity FVC,,2021,2021; Completed,,,stem
,NCT00976430,N/A,PD,5,Up to 18 m from the day of stem cell transplant.,Improvement in clinical condition of the patient assessed using UPDRS (UNIFIED PARKINSON'S DISEASE RATING SCALE) and Time Tests.,,2009,2018; Terminated,,,
Niacinamide,NCT03061474,P2,"MCI, AD",48,12 Months,Change in p-tau 231; Change in p-tau 181; Change in total tau,,2017,2021; Recruiting,,,
,NCT03808961,N/A,PD,100,"Baseline, and 18 m",Unified Parkinson's Disease Rating Scale (UPDRS) change; Mini-Mental State Examination (MMSE) change; Stroop test change; Sleep test change; Macrophage and cytokine changes; Niacin changes; Cerebrospinal Fluid (CSF) changes,,2019,2020; Recruiting,,,
DNL747,NCT03757351,P1,ALS,15,Randomization - Day 86,Pharmacokinetic measure of CSF concentrations of DNL747; Pharmacodynamic measure of pS166 in PBMCs; Number of Subjects with Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs); Number of Subjects with clinically significant neurological examination abnormalities; Number of Subjects with laboratory test abnormalities; Pharmacokinetic measure of maximum observed plasma concentration (Cmax) of DNL747; Pharmacokinetic measure of time to reach maximum observed plasma concentration (Tmax) of DNL747; Pharmacokinetic measure of area under the plasma drug concentration-time curve (AUC) of DNL747; Pharmacokinetic terminal disposition rate constant (λz) with the respective t1/2 of DNL747,,2018,2021; Terminated,,,
,NCT03757325,P1,AD,16,Randomization - Day 86,Number of Subjects with Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs); Number of Subjects with clinically significant neurological examination abnormalities; Number of Subjects with laboratory test abnormalities; Pharmacokinetic measure of maximum observed plasma concentration (Cmax) of DNL747; Pharmacokinetic measure of time to reach maximum observed plasma concentration (Tmax) of DNL747; Pharmacokinetic measure of area under the plasma drug concentration-time curve (AUC) of DNL747; Pharmacokinetic terminal disposition rate constant (λz) with the respective t1/2 of DNL747; Pharmacokinetic measure of CSF concentrations of DNL747; Pharmacodynamic measure of pS166 in PBMCs,,2018,2020; Completed,,,
HB-adMSCs,NCT04064983,,PD,,,,,2019,2021; No longer available,,,stem
,NCT04228666,P1/P2,AD,24,"week 0, change from baseline at week 4, 10, 13, 19, 26, 33, 40, 46, and 52","Red blood cell; Glucose; Calcium; Albumin; Total Protein; Sodium; Total carbon dioxide; Potassium; Chloride; BUN; Creatinine; Alkaline phosphatase; Alanine aminotransferase; Aspartate aminotransferase; Total Bilirubin; White blood cell; Hemoglobin; Hematocrit; Mean corpuscular volume; Mean corpuscular hemoglobin; Mean corpuscular hemoglobin concentration; Red cell distribution width; Neutrophils; Lymphs; Monocytes; Eos; Basophils; Absolute neutrophils; Absolute lymphs; Absolute monocytes; Absolute Eos; Absolute Basos; Immature granulocytes; Absolute Immature granulocytes; Platelets; Prothrombin time; INR; Tumor necrosis factor-alpha; Interleukin-1; Interleukin-6; C-reactive protein; Amyloid beta 40; Amyloid beta 42; Volumetric changes in hippocampus, ventriculus, and whole brain; Mini Mental Status Exam; Alzheimer's disease Cooperative Study Activities of Daily Living; Quality of Life Enjoyment and Satisfaction Questionnaire; Altoida Neuro Motor Index; Clinical Dementia Rating Questionnaire",,2020,"2021; Active, not recruiting",,,
,NCT04514952,,ALS,,,,,2020,2021; No longer available,,,
Posiphen,NCT04524351,P1/P2,"PD, AD",68,Baseline to 25±2 d,Incidence of Treatment-Emergent Adverse Events; Concentration of Posiphen in Plasma; Changes in Functional Impairment; Changes in Cognition,,2020,2021; Recruiting,,,
,NCT02925650,P1/P2,AD,24,up to 25 d,Safety and Tolerability: Reports of adverse events or study discontinuations; AUC of Posiphen and its metabolites in plasma and CSF; Fractional synthesis rate of Aβ40 in CSF using the SILK™ technique; Concentration of soluble biomarkers of Alzheimer's disease in CSF; Assessment of cognitive assessments; Assessment of mental status effects; Assessment of neuropsychiatric effects,,2016,2020; Recruiting,,,
ANX005,NCT04569435,P2,ALS,24,CSF samples collected predose and Week 12,Safety: Number of Participants Who Experienced Treatment-Emergent Adverse Events; Pharmacokinetic: AUC(0-t); Pharmacokinetic: AUC(0-inf); Pharmacokinetic: Cmax; Pharmacodynamic: C1q inhibition in CSF,,2020,2021; Recruiting,,,
,NCT04514367,P2,HD,24,Up to Week 36,Incidence of treatment emergent adverse events (Safety and Tolerability) of ANX005; Pharmacokinetics (PK) of ANX005; Pharmacodynamics (PD) effects of ANX005,,2020,2021; Recruiting,,,
Leukine,NCT01409915,P2,AD,44,109 d (Baseline to Follow-up 2),"Trail Making Test - Part A (TMT-A) From Baseline to End of Treatment, Follow-up 1 and Follow-up 2; Clinical Dementia Rating Scale - Sum of Boxes (CDR-SB) From Baseline to End of Treatment to Follow-up 1 and Follow-up 2; Alzheimer's Disease Cooperative Study -Activities of Daily Living Inventory (ADCS-ADL) From Baseline to End of Treatment, Follow-Up 1 and Follow-Up 2 (45 and 90 Days Post Treatment); Alzheimer's Disease Assessment Scale - Cognitive Subscale (ADAS-Cog13) From Baseline to End of Treatment, Follow-Up 1 and Follow-Up 2 (45 and 90 Days Post Treatment); MMSE (Mini Mental State Examination) From Baseline to End of Treatment, Follow-Up 1 and Follow-Up 2 (45 and 90 Days Post Treatment); Count of AE's by Body System",,2011,2021; Completed,,,
,NCT03790670,P1,PD,10,"24 m of treatment, followed by 1 month drug cessation",Incidence of Treatment-Associated Adverse Events; Determination of Immune Cell Phenotype; Determination of Immune Cell Number; Determination of Immune Cell Function,,2019,2020; Recruiting,,,
,NCT02667496,P2,AD,0,"At Days 1, 29, 57, 85, and 155",Change from baseline in standardized uptake value ratio as measured by PET using florbetapir F18 (Amyvid); Number of patients experiencing treatment-emergent adverse events (TEAEs); Change from baseline in CSF analysis; MRI to assess for emergence of amyloid related imaging abnormalities (ARIA); Measurement of antidrug antibody levels,,2016,2017; Withdrawn,,,
,NCT01882010,P1,PD,37,"-4, +8, +12 w",Number of adverse events; Change in UPDRS part III score; Change in blood analyses results; Abnormal findings in physical examination; Change in FACS results; Change in function of Treg cells; Change in magnetoencephalography results; Change in Motion Analysis,,2013,2016; Completed,,,
SAGE-718,NCT04476017,P2,PD,22,"Baseline and Days 1, 7, 14 and 28",Percentage of Participants With at Least One Treatment-Emergent Adverse Event (TEAE); Percentage of Participants With Clinically Significant Changes in Vital Sign Measurements; Percentage of Participants With Clinically Significant Changes in Laboratory Assessments; Percentage of Participants With Clinically Significant Changes in Electrocardiogram (ECG) Measurements; Percentage of Participants With Change in Baseline for Responses on the Columbia Suicide Severity Rating Scale (C-SSRS),,2020,2021; Recruiting,,,
,NCT04602624,P2,AD,22,Up to Day 28,Number of Participants With Treatment-Emergent Adverse Events (TEAE); Percentage of Participants With Clinically Significant Changes in Vital Signs Measurements; Percentage of Participants With Clinically Significant Changes in Laboratory Assessments; Percentage of Participants With Clinically Significant Changes in Electrocardiogram (ECG) Measurements; Percentage of Participants With Change From Baseline Responses on the Columbia Suicide Severity Rating Scale (C-SSRS),,2020,2021; Recruiting,,,
,NCT03787758,P1,HD,6,17 Days,"Number of Participants with the Incidence of Adverse Events and Serious Adverse Events.; Percentage of participants with change from baseline in vital signs.; Change from baseline in electrocardiograms (ECGs) including PR interval, QT interval, QTc interval, QTcF, and rhythm abnormalities; Percentage of participants with change from baseline in clinical laboratory parameters.; Change from baseline in Columbia-Suicide Severity Rating Scale (C-SSRS).; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by area under the curve [AUC].; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by maximum observed concentration [Cmax].; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by time of occurrence of Cmax [tmax].",,2018,2019; Completed,,,
AZD0328,NCT04810104,P2,"MCI, PD",160,From baseline to week 12 (end of treatment period),"Change in Attentional Intensity Index composite factor score from baseline to week 12; Change in Attentional Intensity Index composite factor score from baseline to week 6; Change in Sustained Attention Index composite factor score from baseline to week 6 and week 12; Change in Working Memory Index composite factor score from baseline to week 6 and week 12; Screening/Baseline whole-brain and regionally specific brain volumes as predictors of treatment response; Screening/Baseline whole-brain perfusion as well as perfusion in ROIs as predictors of treatment response; Change in Episodic Memory Index composite factor score from baseline to week 6 and week 12; Change in Memory Speed Retrieval Index composite factor score from baseline to week 6 and week 12; Change in MoCA score from screening to week 12; Change in Sustained Attention Index composite factor score from week 12 to week 16; Change in Working Memory Index composite factor score from week 12 to week 16; Change in Episodic Memory Index composite factor score from week 12 to week 16; Change in Memory Speed Retrieval Index composite factor score from week 12 to week 16; Change in MDS-UPDRS Part III motor examination subscale score from baseline to week 12; Change in total score from the Non-Motor Symptom Scale from baseline to week 12; Change in total score from the 39-item Parkinson's Disease Questionnaire from baseline to week 12; Change in MCI-CGIC from baseline to week 12; Change in depression and anxiety subscale scores from the HADS from baseline to week 12; Incidence, nature and severity of AEs and SAEs during treatment period; Incidence of dosage reduction or treatment discontinuation during treatment period; Incidence of clinically significant changes or abnormal electrocardiogram (ECG) assessments, vital sign measurements and clinical laboratory values during treatment period; Changes in whole-brain and regionally specific brain volumes from baseline/screening to week 12; Changes in whole-brain perfusion as well as perfusion in regions of interests (ROIs) from baseline/screening to week 12; Changes in functional resting-state connectivity of the large-scale cognitive brain networks from baseline/screening to week 12; Screening/Baseline functional resting-state connectivity of the large-scale cognitive brain networks as predictors of treatment response; Placebo-controlled change in levels of exploratory blood-based biomarkers for neuroprotection and/or disease modification changes; Change in levels of study medication in blood from baseline to week 12",,2021,2021; Not yet recruiting,,,
,NCT00687141,P1,AD,112,Psychometric test battery performed at defined timepoints during residential period.,"Safety and tolerability of AZD0328 by assessment of vital signs, laboratory variables and ECG; Safety and tolerability of AZD0328 by assessment of adverse events; Determine the single and multiple dose pharmacokinetics (PK) of AZD0328; Evaluate the cognitive dose response relationship for AZD0328",,2008,2010; Completed,,,
cannabidiol,NCT04360044,P2,CBD,120,24 hours and 48 hours,Headache Pain Relief at 2 Hours Post-Treatment; Headache pain freedom; Most bothersome symptom freedom; Headache pain relief; Freedom from photophobia; Freedom from phonophobia; Use of rescue medication; Sustained pain freedom; Sustained most bothersome symptom freedom,,2020,2021; Recruiting,,,
,NCT02818777,P2,PD,13,Baseline and 5 w,Number of Participants Had Changes in Orthostatic Blood Pressure; Change in MDS-UPDRS Tremor Score (Total of Items 3.17 and 3.18) in the ON State; Change in Unified Dyskinesia Rating Scale (UDysRS); Change in International Restless Legs Syndrome Study Group Rating Scale for Restless; Change in Fatigue Severity Scale; Change in Questionnaire for Impulsive-Compulsive Disorders in Parkinson's Disease-Rating Scale (QUIP-RS); Change in Pain Severity Form; Change in Emotional and Behavioral Dyscontrol Short Form; Change From Baseline of REM Sleep Behavior Disorder Screening Questionnaire (RBDSQ); Change in Scales for Outcomes in Parkinson's Disease (SCOPA)-Sleep-night Time Sleep; Change in Depression Short Form; Change in Neuropsychiatric Inventory (NPI); Change in Anxiety Short Form; Change in Montreal Cognitive Assessment (MoCA); Change in Movement Disorder Society-Unified Parkinsons Disease Rating Scale Total Score; Proportion of Subjects That Drop Out of the Study Due to Study Drug Intolerance; Number of Participants Had Changes in Laboratory Values; Number of Participants Had Changes in EKG; Number of Participants Had Changes in Physical Exam; Severity of Participants Reporting Study-related Adverse Events at Each Dose Level,,2016,2019; Completed,,,
Prazosin,NCT03710642,P2,AD,186,12 w,ADAS-Clinical Global Impression of Change in Agitation (CGIC); Neuropsychiatric Inventory-Nursing Home version (NPI-NH); Neuropsychiatric Inventory (home based) (NPI),,2018,2021; Recruiting,,,
,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,
,NCT01126099,N/A,AD,20,12 w after Baseline,Days in Study; Change in Neuropsychiatric Inventory Score; Change in Brief Psychiatric Rating Scale Total Score; Alzheimer's Disease Cooperative Study - Clinical Global Impression of Change,,2010,2015; Completed,,,
Insulin,NCT04687878,P2,PD,40,"Base line, 4, 8 and 12 w after intervention","Disease severity; Changes in Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS) Part III, IV; Changes in Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS) Part I, II; Risk of Falling; Cognitive score; Depression score; Anxiety score; Fatigue score",,2020,2021; Recruiting,,,
,NCT03857321,P2,MCI,21,30 minutes after intervention administration,CSF insulin levels; The Auditory-Verbal Learning Test (AVLT); CSF Levels of AB42; CSF Levels of total tau; CSF Levels phospho-tau 181,,2019,"2021; Active, not recruiting",,,
,NCT01595646,P2,"MCI, AD",37,Change from Baseline in Glucose Tolerance at 16 Weeks,Glucose Tolerance; Cerebral Blood Flow; Plasma Biomarkers of AD; Executive Function Composite; The Alzheimer's Disease Assessment Scale-Cognitive [ADAS-Cog/Alzheimer's Disease Cooperative Study (ADCS)] - MCI Revision; Functional Ability; Cerebral Spinal Fluid (CSF) Biomarkers of AD TTau-P181/Abeta42 Ratio; Cerebral Spinal Fluid (CSF) Biomarkers of AD; Verbal Memory Composite,,2012,2020; Completed,,,
PU-AD,NCT04505358,P2,ALS,30,24 w,"Urinary biomarker (P75 extracellular domain [p75ECD]); Handgrip strength using hand-held dynamometry; Super oxide dismutase 1 (SOD1) (in subjects with known gene mutations: SOD1) in CSF and blood; Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R); Slow Vital Capacity (SVC); 6 Minute Walk Test (6MWT); Rasch-Built Overall Amyotrophic Lateral Sclerosis Disability Scale (ROADS); Blood biomarkers (neurofilament light chain [NfL], phosphorylated neurofilament heavy chain [pNfH], Super oxide dismutase 1 (SOD1); CSF biomarkers (total tau [t-tau], phosphorylated tau231 [p-tau231], Neurofilament light chain (NfL), phosphorylated neurofilament heavy chain (pNfH), glial fibrillary acidic protein [GFAP], Transactive DNA binding protein 43 (TDP 43); CSF biomarkers (total tau [t-tau], phosphorylated tau231 [p-tau231], NfL, pNfH, glial fibrillary acidic protein [GFAP], TDP 43; Poly(GP) (in subjects with known gene mutations: Chromosome 9 open reading frame 72 (C9orf72) ) in CSF",,2020,2021; Not yet recruiting,,,
,NCT04311515,P2,AD,150,6 m,"Fluorodeoxyglucose Positron emission tomography (FDG-PET); incidence and severity of Adverse Events (AEs), serious adverse events (SAEs); Tau Positron emission tomography (Tau PET )standardized uptake value ratio (SUVR); Ratio of p-Tau to t-tau in Cerebrospinal fluid (CSF); Alzheimer's Disease composite score (ADCOMS); Global Statistical Test (GST) combining Alzheimer's Disease Assessment Scale Cognitive (ADAS-Cog), Alzheimer's Disease Cooperative Study Activities of Daily Living (ADCS-ADL), and Clinical Dementia Rating Sum of Boxes (CDR-sb); Pharmacokinetic (PK)",,2020,"2020; Active, not recruiting",,,
,NCT03935568,P1,AD,40,Day 1 to Day 3,To evaluate the safety and tolerability of single and multiple doses of PU-AD in healthy subjects; To determine the pharmacokinetics (PK) PU-AD in healthy subjects,,2019,2019; Completed,,,
,NCT03371420,Early P1,AD,5,30 d,Pharmacokinetic profile of 124I-PU-AD: area under the curve (AUC); Pharmacokinetic profile of 124I-PU-AD: maximum plasma concentration (Cmax); Pharmacokinetic profile of 124I-PU-AD: trough plasma concentration (Cmin); Pharmacokinetic profile of 124I-PU-AD: plasma half-life (T1/2); Pharmacokinetic profile of 124I-PU-AD: time to maximum plasma concentration (Tmax); Incidence of adverse events,,2017,2019; Completed,,,
Rasagiline,NCT03329508,P3,PD,525,baseline to week 12,"change in total Unified Parkinson's Disease Rating Scale (UPDRS) score (defined as sum of parts II and III, scores (0-160).; Change in Epworth Sleepiness Scale (ESS) score.; change of Total Parkinson's Disease Questionnaire 39 (PDQ39) score.",,2017,2021; Recruiting,,,
,NCT02789020,P2,PD,96,Changes from baseline to 1 year,"Change in free-water accumulation in the substantia nigra; Change in blood oxygen level-dependent(BOLD) signal in the posterior putamen, M1, and supplementary motor area(SMA).; Changes in PD motor symptoms and bradykinesia; Changes between the groups on MRI for free-water in the substantia nigra; Changes between the groups on fMRI",,2016,"2021; Active, not recruiting",,,
,NCT03727139,,PD,1021,"Baseline, Up to Month 24",Percentage of Participants who Had One or More Adverse Events; Change From Baseline in the Unified Parkinson's Disease Rating Scale (UPDRS) Part III Total Score,,2018,"2020; Active, not recruiting",,,
,NCT02359552,P2,AD,50,This assessment will be performed at the Baseline and Week 24 visits.,Change in QoL-AD (Quality of Life - Alzheimer's Disease) Score; Change in COWAT (Controlled Oral Word Association Test) Score; Change in Digit Span; Change in NPI (Neuropsychiatric Inventory) Score; Change in ADCS-ADL (Alzheimer's Disease Cooperative Study-Activities of Daily Living) Score; Change in MMSE (Mini Mental Status Examination) Score; Change in ADAS-Cog 11 (Alzheimer's Disease Assessment Scale - Cognitive 11) Score; Change in Regional Glucose Metabolism Between Week 24 and Baseline as Measured by 18F-2-fluoro-2-deoxy-D-glucose Positron Emission Tomography (FDG-PET).,,2015,2020; Completed,,,
,NCT01786603,P2,ALS,80,Oxidative Stress change from Baseline to Month 12,Effect of Study Drug on Oxidative Stress; Effect of Study Drug on Apoptosis Markers; Difference in Survival Status Between Study Groups; ALS Functional Rating Scale-Revised (ALSFRS-R); Number of Participants With Adverse Events; Change in Quality of Life; Change in Vital Capacity (VC),,2013,2020; Completed,,,
,NCT02278588,,PD,45,2.5 years,Change in cognitive biomarkers assessed by DTI; Comparison of change in cognitive biomarkers with change in MMSE and MoCA scores; Comparison of Baseline plasma BDNF with magnitude of change in brain cognitive biomarkers and MMSE and MoCA scores; Comparison of changes in plasma BDNF with changes in brain cognitive biomarkers and MMSE and MoCA scores,,2014,2019; Completed,,,
,NCT01215227,P3,PD,839,Baseline and Week 40,Percentage Change From Baseline in Total Epworth Sleepiness Scale (ESS) Score at Week 40; Percentage of Participants With Suicidality; Percentage of Participants With Aspartate Aminotransferase (AST) ≥3 Times Upper Limit of Normal and ≥10% Increase From Baseline; Percentage of Participants With Alanine Aminotransferase (ALT) ≥3 Times Upper Limit of Normal and ≥10% Increase From Baseline; Percentage of Participants With Diastolic Blood Pressure ≥105 mmHg; Percentage of Participants With Systolic Blood Pressure ≥180 mmHg,,2010,2018; Terminated,,,
,NCT01479530,P3,PD,321,Baseline and Week 16,Change From Baseline in UPDRS Motor Score During ON Time; Change From Baseline in UPDRS-ADL Score During OFF Time; Clinical Status Using CGI-I Score During ON Time; Change From Baseline in Mean Total Daily OFF Time Using Parkinson's Disease Patient Diary,,2011,2018; Completed,,,
,NCT01055379,P4,PD,121,12 w,"Change from baseline in BDI-IA total score; Evaluate if rasagiline compared to placebo improves cognitive function, over a treatment period of 12 weeks in idiopathic Parkinson´s Disease, using a formal neuropsychiatric cognitive test battery; quality of life (PDQ 39); apathy; ADL, motor function; Change in quality of life using the PDQ-39 scale; Change in apathy using the Apathy Scale; Change in ADL and motor function using UPDRS scales part II and III, respectively",,2010,2017; Completed,,,
,NCT01879241,P2,ALS,252,18 Months,"Survival in ALS-Patients with Rasagiline compared to placebo; Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R); Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life; Change of slow vital capacity",,2013,2016; Completed,,,
,NCT01049984,P4,PD,328,"Day 0 (baseline), Week 18","Illness Severity Score at Day 0 and Week 18 As Assessed by the Site Rater; Clinical Global Improvement (CGI) Score at Week 18 As Assessed by the Participant; Clinical Global Improvement (CGI) Score at Week 18 As Assessed by the Site Rater; Change From Baseline to Week 18 in the Unified Parkinson's Disease Rating Scale (UPDRS) Total Score for Part III - Motor Function; Change From Baseline to Week 18 in the Unified Parkinson's Disease Rating Scale (UPDRS) Total Score for Part II - Activities of Daily Living; Change From Baseline to Week 18 in the Unified Parkinson's Disease Rating Scale (UPDRS) Total Score for Parts I, II and III",,2010,2016; Completed,,,
,NCT01723228,P4,PD,170,Baseline to week 24 (or early discontinuation),"Change From Baseline to Week 24 in UPDRS, Activities of Daily Living (ADL) Subscale (Part 2), Version 3, Score; Change From Baseline to Week 24 in the Unified Parkinson's Disease Rating Scale (UPDRS), Motor Subscale (Part 3), Version 3, Score; Alzheimer's Disease Cooperative Study's Clinical Global Impression of Change Modified for Mild Cognitive Impairment (ADCS MCI-CGIC) Score at Week 24; Change From Baseline to Week 24 in the Penn Daily Activities Questionnaire (PDAQ) Score; Change From Baseline to Week 24 in the Montreal Cognitive Assessment (MoCA) Score; Mean Change From Baseline to Week 24 in the Scales for Outcomes in Parkinson's Disease-Cognition (SCOPA-COG) Summary Score",,2012,2016; Completed,,,
,NCT01442610,P4,PD,30,baseline and 8 w,Change in sleep efficacy; Change in PDSS-2; Change in other sleep parameters; Electrocardiography; Laboratory parameter,,2011,2016; Completed,,,
,NCT01497652,P4,PD,34,14 Weeks,Montreal Cognitive Assessment,,2011,2015; Completed,,,
,NCT01532141,P1,PD,25,"pre-dose, and 0.25, 0.5, 0.75, 1, 1.5, 2, 3, 4, 6, 8, 12, 16 and 24 h post-dose",AUC0-t - Area Under the Plasma Concentration-time Curve From Time 0 to Last Observed Concentration; Time of Occurrence of Cmax (Tmax); Cmax - Maximum Observed Plasma Drug Concentration,,2012,2015; Completed,,,
,NCT00755027,P4,PD,40,week 12,"The primary outcome measure will be the mean change from baseline to study endpoint (week 12) in apathy scores as measured by the Lille Apathy Rating Scale (LARS)and the Apathy Scale; Secondary outcome measures will include change from baseline to study endpoint on a range of scales assessing apathy, depression, other neuropsychiatric symptoms, cognition, sleepiness and quality of life",,2008,2015; Completed,,,
,NCT02384512,,PD,261,12 w,Wearing-off Questionnaire-32 (WOQ-32); WHO-5; GI-I; Columbia University Rating Scale (CURS); Clinical global impression improvement (CGI-I); Percentage of participants with adverse events,,2015,2015; Completed,,,
,NCT01382342,P4,PD,50,day 1 of study enrollment and after 6 m of treatment,Rey Auditory Verbal Learning Test; Controlled Oral Word Association Test; Animal Fluency; Judgement of Line Orientation from the Repeat Battery for the Assessment of Neuropsychological Status; Digit Span from the Wechsler Adult Intelligence Scale- Fourth Edition; Trail Making Test; Digit Symbol Modalities Test; Parkinson's Disease Quality of Life Questionnaire,,2011,2015; Completed,,,
